favorite_count,created_at,coordinates,contributors,lng,lat,place_country,place_full_name,place_place_type,user_favourites_count,user_name,user_description,user_location,user_verified,user_followers_count,user_url,user_geo_enabled,user_friends_count,user_id,user_lang,user_time_zone,user_created_at,user_profile_image_url,text,source,sentiment
0, Wed Mar 22 20:26:13 +0000 2017,0,0,-122.453982,37.770029, United States," Panhandle, San Francisco", neighborhood,5975, Aaron Gotwalt," ""Co-founder of @Projector. Runner, bicyclist, traffic hazard.""", Two steps ahead., False,3179, https://twitter.com/TheRealNimoy/status/155345313740226560, True,683,1888, en, Pacific Time (US & Canada), Mon Jul 17 13:26:58 +0000 2006, http://pbs.twimg.com/profile_images/2589391766/m5mb10zw09c8ieytzy6o.jpeg," ""@sbyrnes Pressing the like button because the UX for these things is terrible, and needs a misguided startup to address it w/ subscriptions"""," <a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",negative
0, Wed Mar 22 20:48:22 +0000 2017,0,0,-75.280284,39.871811, United States," Philadelphia, PA", city,3115, Mikhail Bell," ""Digital strategist tweeting about social media, politics + health. Ex-@HillaryClinton campaign (2016) fellow. @Arsenal supporter. @Snapchat: TheWorldofBell""", United States, False,1444, https://parkermather.wordpress.com, True,1988,131945813, en, Quito, Sun Apr 11 20:49:16 +0000 2010, http://pbs.twimg.com/profile_images/667206317673570304/lCDxDu05.jpg," ""@24k This I remember. Zucks was all about it but I remember as a user seeing the UX slowly change. #AdobeChat"""," <a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",negative
0, Wed Mar 22 20:58:54 +0000 2017,0,0,-105.301776,39.953552, United States," Boulder, CO", city,526, Daniel Zacek," ""Design Thinker ‰Û¢ Expert Generalist ‰Û¢ Maker of Things ‰Û¢ Angel Investor"""," Boulder, CO", False,858, http://danielzacek.com, True,814,35862053, en, None, Mon Apr 27 21:10:04 +0000 2009, http://pbs.twimg.com/profile_images/703081675912183810/VSVdOIbC.jpg," ""Want an example of horrible UX? Look no further than @SignUpGenius' opt-out form. Does the check box mean I will un‰Û_ https://t.co/5Bu7rNRshO"""," <a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iëÙS</a>",negative
0, Wed Mar 22 21:02:52 +0000 2017,0,0,-79.711527,43.749761, Canada," Vaughan, Ontario", city,1794, Maz Tannir," ""Advertising guy @WSunexpected. Volunteer soccer coach @KingUnitedSC Chelsea FC, & KIMI (Formula 1) supporter. I tweet my mom's opinion; She knows everything."""," Richmond Hill, Ontario", False,441, None, True,785,515637194, en, Hawaii, Mon Mar 05 16:43:59 +0000 2012, http://pbs.twimg.com/profile_images/819642088174354434/Jr4GLYFQ.jpg," ""Yes...it is you #LINKEDIN. The new UX reminds me of using dialup. Slow and constantly hanging.‰Û_ https://t.co/q6E4LgipaQ"""," <a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",negative
0, Wed Mar 22 21:28:46 +0000 2017,0,0,-122.514926,37.708075, United States," San Francisco, CA", city,1209, c l a y t o n _ U X," ""Product Designer @LabZero"""," San Francisco, CA", False,628, https://claytonhopkins.github.io/, True,1282,137136609, en, Pacific Time (US & Canada), Sun Apr 25 22:43:42 +0000 2010, http://pbs.twimg.com/profile_images/828671074355212290/bsmZjAxP.jpg," ""Ask yourself: ""Who is missing from the future you are designing?"" - @noahi quoting @feraldata _ÙÔ__Ùè__ÙÔ__ÙèÈ_ÙÔ__ÙèÀ_ÙÔ__Ùè__ÙÔ_‰Û_ https://t.co/Wj8fJKLMgc"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Wed Mar 22 22:08:39 +0000 2017,0,0,20.142418,44.57535, Republic of Serbia," Belgrade, Republic of Serbia", city,20323, nemanja," ""UI / UX /  Quantox Tech kid""", Belgrade, False,1271, http://www.quantox.com, True,1613,1953620126, en, Ljubljana, Fri Oct 11 08:16:17 +0000 2013, http://pbs.twimg.com/profile_images/812257420609208320/ziw53aN7.jpg," ""https://t.co/P16p9B3fv8 wtf, 500$?"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Wed Mar 22 22:57:06 +0000 2017,0,0,-114.316038,50.84278, Canada," Calgary, Alberta", city,16707, Drew. _ÙÎ_," ""I'm a lion tamer. #yyc #calgary #AB #Canadasoftware dev. web. app. embed. seo. cms. automation. etc.Problem solver."""," Calgary, Alberta", False,948, http://sapps.xyz/calgary/yyc/twitter/#calgary/#yyc/, True,929,1631141168, en, America/Edmonton, Mon Jul 29 20:00:30 +0000 2013, http://pbs.twimg.com/profile_images/835946033867706368/F7NcYvbA.jpg," ""@sarah_YYC oh wow. There is years of knowledge in there.  I get by on a few apps but master photoshop. (not marketer though, ui/ux/app dev)"""," <a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",negative
0, Wed Mar 22 23:13:03 +0000 2017,0,0,-95.823268,29.522325, United States," Houston, TX", city,6244, Grace Rodriguez," ""I help do-gooders do greater. CoFound: @StationHouston @WITHoustonorg. Advise: @TMCInnovation. @TEDxHouston @TEDxYouthHOU. IG: thatgracerodriguez #inclusion"""," Houston, TX", False,10478, http://www.gracerodriguez.com, True,3108,14122878, en, Central Time (US & Canada), Tue Mar 11 13:22:20 +0000 2008, http://pbs.twimg.com/profile_images/516672702023602176/IHZmfLUO.jpeg," ""Just learned about ""#HENRY"" demographic - High Earner, Not Rich Yet - from @khalidmeniri at @stationhouston #ux‰Û_ https://t.co/bM8R0HFDII"""," <a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",negative
0, Wed Mar 22 23:50:46 +0000 2017,0,0,-122.609063,45.497415, United States," South Tabor, Portland", neighborhood,6516, Rhys Anthony McCaig," ""Tech at Comcast - But I speak for me alone. I once threw up on a monorail.""", PDX ‰Ïö•üè MEL, False,573, http://rhysmccaig.com, True,667,17361242, en, Melbourne, Thu Nov 13 08:29:34 +0000 2008, http://pbs.twimg.com/profile_images/761944149075427329/DVFAuT6g.jpg," ""@united no just pointing out that randomizing the ‰ÛÏyes/no‰Ûù option for travel protection is a bad UX pattern and confusing."""," <a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",negative
0, Thu Mar 23 00:22:57 +0000 2017,0,0,-96.85743,32.997151, United States," Plano, TX", city,748, Carri Craver," ""UX Strategist, Product Manager at @assetpanda, podcast addict, aspiring minimalist, @cofounderslab organizer"""," Dallas, Tx", False,812, https://dribbble.com/ccgirl, True,459,14073810, en, Mountain Time (US & Canada), Mon Mar 03 18:38:32 +0000 2008, http://pbs.twimg.com/profile_images/3783216013/9686c24c654ea4c32bc3ba5b65bfb547.jpeg," ""I lost my mental notes cards by @stephenanderson. #Tragedy no seriously. Essential #ux tool"""," <a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",negative
0, Thu Mar 23 04:25:10 +0000 2017,0,0,-87.634643,24.396308, United States," Florida, USA", admin,517, Eduardo Feo," ""UX/UI Evangelist based on Miami with a huge passion for the Good Pizza & Juventus"""," iPhone: 26.138990,-80.112823", False,4141, http://www.eduardofeo.com, True,641,34556025, en, Eastern Time (US & Canada), Thu Apr 23 06:50:16 +0000 2009, http://pbs.twimg.com/profile_images/181141758/juve_2.jpg," ""UX secret: developers, project managers, designers and real users working together over the problem. #uxdesign"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Thu Mar 23 04:26:30 +0000 2017,0,0,-74.041878,40.570842, United States," Brooklyn, NY", city,0, Albin H WilÌ©n," ""22, diver, multimedia geek, superhero. Dev @yourmajestyco. @hyperisland alumnus. Mostly totally off topic & in Swedish."""," New York, NY, USA", False,579, http://alphahw.eu, True,1443,111856785, en, Stockholm, Sat Feb 06 10:56:23 +0000 2010, http://pbs.twimg.com/profile_images/632033240992256004/GSYyAzLe.jpg," "".@weareshapr Dropping a stacktrace on users when things go wrong? Rethink that UX, I really don't know what to say‰Û_ https://t.co/3EaLy8k2ei"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Thu Mar 23 04:29:57 +0000 2017,0,0,-87.634643,24.396308, United States," Florida, USA", admin,517, Eduardo Feo," ""UX/UI Evangelist based on Miami with a huge passion for the Good Pizza & Juventus"""," iPhone: 26.138990,-80.112823", False,4141, http://www.eduardofeo.com, True,641,34556025, en, Eastern Time (US & Canada), Thu Apr 23 06:50:16 +0000 2009, http://pbs.twimg.com/profile_images/181141758/juve_2.jpg," ""I'm amazed seeing how difficult is for customers, stakeholders and PMs to understand that UX must to be 100% user-based #uxdesign"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Thu Mar 23 05:22:11 +0000 2017,0,0,8.656398,47.449723, Switzerland," Winterthur, Switzerland", city,2500, Harald Felgner," ""Leading #Mobile & #IoT @AXA Switzerland. Evangelizing #BX #CX #UX #Telematics and #Connected devices. Are you able to cross boundaries? My opinions are my own.""", Switzerland, False,2811, http://linkedin.com/in/haraldf, True,2987,10839772, en, Paris, Tue Dec 04 15:05:16 +0000 2007, http://pbs.twimg.com/profile_images/562993773/hf-1-300x300.jpg," ""Hate Buying #Insurance? Chatbots Can Help #Bots #UX #RedFez via @ITLupdates cc @wunen @MarcSaudan  https://t.co/y1rzGXPT2U"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Thu Mar 23 11:02:51 +0000 2017,0,0,36.664573,-1.389053, Kenya," Nairobi, Kenya", city,459, Nairobits," ""NairoBits Trust is an organization that empowers youth so that they can live a dignified life and contribute positively towards their social-economic well-being"""," Nairobi, Kenya", False,2096, http://www.nairobits.com, True,1078,61714570, en, Nairobi, Fri Jul 31 07:05:05 +0000 2009, http://pbs.twimg.com/profile_images/689015444527812608/vY5lvvx7.jpg," ""@Mark_Kamau shares experiences wth UX-fails during his time @Nairobits designing a website for the blind. Think context b4 concept #NTW2017"""," <a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",negative
0, Thu Mar 23 12:38:31 +0000 2017,0,0,-0.619506,51.205293, United Kingdom," Guildford, England", city,13076, Guy Armitage," ""Founder @zealous_co, trustee @Firstsite, TEDx Speaker http://youtube.com/watch?v=SfQVot lover all things creative."""," London, England", False,1629, http://www.zealous.co, True,982,14673385, en, Cairo, Tue May 06 13:47:10 +0000 2008, http://pbs.twimg.com/profile_images/818491295035486208/c7GeMcH7.jpg," ""Creating UX is about ""getting less wrong"" @UXMuch #wxgfive. https://t.co/KofzYHJQNT"""," <a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",negative
0, Thu Mar 23 12:56:25 +0000 2017,0,0,-0.187894,51.483718, United Kingdom," London, England", city,61, Stergios," ""Realist, pragmatist and by contrast a dreamer! Tech and science lover; now taking a Ph.D. in challenging the status quo!""", London, False,219, http://linkedin.com/in/sdikos, True,320,17440203, en, Athens, Mon Nov 17 12:11:21 +0000 2008, http://pbs.twimg.com/profile_images/719868064246984705/8YkrW4yI.jpg," ""@British_Airways The multi-step search is counterintuitive &amp; multi-city search difficult to locate! Cluttered #UX w‰Û_ https://t.co/T9EtXmNP5h"""," <a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",negative
0, Thu Mar 23 14:29:45 +0000 2017,0,0,-0.142058,51.518552, United Kingdom," Islington, London", city,24882, Ryan Bateman," ""We were dead before the ship set sail."""," London, England", False,4701, http://www.everythinginthesky.com, True,506,6790312, en, Europe/Lisbon, Wed Jun 13 13:27:59 +0000 2007, http://pbs.twimg.com/profile_images/499471281125720066/hgghc7dP.png," ""@GiveBloodNHS Your Android app‰Ûªs UX is terrible. I want to book an appt to give blood. It‰Ûªs deeply, frustratingly difficult to do this."""," <a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",negative
0, Thu Mar 23 14:42:27 +0000 2017,0,0,-0.142058,51.518552, United Kingdom," Islington, London", city,24882, Ryan Bateman," ""We were dead before the ship set sail."""," London, England", False,4701, http://www.everythinginthesky.com, True,506,6790312, en, Europe/Lisbon, Wed Jun 13 13:27:59 +0000 2007, http://pbs.twimg.com/profile_images/499471281125720066/hgghc7dP.png," ""@GiveBloodNHS Your website, while responsive, has the same terrible, terrible UX/flow.Please - PLEASE - consider fixing this problem."""," <a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",negative
0, Thu Mar 23 15:47:27 +0000 2017,0,0,-122.426765,37.75983, United States," Mission Dolores, San Francisco", neighborhood,3462, Tomomi _ÙçÛ Imura," ""Open Web & Tech Advocate. Cat Hacks. DevRel & DX. Created HTTP Status Cats _Ùê±. Loves animals. Work @Nexmo. Views are my own."""," San Francisco, CA", False,6524, http://girliemac.com, True,1145,7103272, en, Pacific Time (US & Canada), Wed Jun 27 06:40:29 +0000 2007, http://pbs.twimg.com/profile_images/828481516569104384/UvYnlBT3.jpg," ""My passion always goes to web standards &amp; UI/UX, although somehow all I write &amp; talk about is UI-less stuff like RPi &amp; bots in past years-"""," <a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",negative
0, Thu Mar 23 15:51:23 +0000 2017,0,0,-0.639923,52.063154, United Kingdom," Cranfield, England", city,5346, Axel Segebrecht," ""Helping organisations be braver in a digital world ‰_Ê Digital Marketing Solutions Architect @bebravernow, cares about users #privacy and #infosec"""," Milton Keynes, England", False,907, https://www.bebraver.uk/axel, True,863,6027752, en, London, Mon May 14 09:04:08 +0000 2007, http://pbs.twimg.com/profile_images/841970828946345985/4fgqvPRi.jpg," ""@wire @lovegooddigital Gifs... I bet ;) Background.. found UX quite odd, as not clear if avatar or backdrop? It's kinda both :/"""," <a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",negative
0, Thu Mar 23 16:03:03 +0000 2017,0,0,-0.187894,51.483718, United Kingdom," London, England", city,849, Nathalie," ""Digital Media & Marketing Communications @proximieAR ‰Û¢ Digital Tech Lover _ÙÒ±‰Û¢ UX designer & creative person _Ù_ö""", None, False,204, http://www.nathaliezeitoun.com/, True,140,2813306757, en, London, Tue Oct 07 09:47:02 +0000 2014, http://pbs.twimg.com/profile_images/830902183730229249/iPvnCv15.jpg," ""Yes! Got inspired by gaming to create (1) a narrative (2) incentives and rewards to optimize the UX of a VR game #uxchat"""," <a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",negative
0, Thu Mar 23 16:04:11 +0000 2017,0,0,-120.057654,49.67475, Canada, Kelowna, admin,1170, The Dave! _ÙêÓ _Ùà¬_Ùà_," ""Believer of reality and reason over superstition and make-believe. Encrypt all the things!"""," Kelowna, BC, Canada.", False,572, http://www.thedave.me/, True,437,50187291, en, Pacific Time (US & Canada), Wed Jun 24 02:35:57 +0000 2009, http://pbs.twimg.com/profile_images/777062939417116672/eIMfEJlI.jpg," ""@chartier @jxpx777 it‰Ûªs not a perfect system, I admit, but neither is the current motivation to reduce the UX to ramp up ad value."""," <a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iëÙS</a>",negative
0, Thu Mar 23 16:34:00 +0000 2017,0,0,-118.668404,33.704538, United States," Los Angeles, CA", city,3664, Ryan Nance," ""5 things I learned today. I am Ryan Nance, and I find a few great things every day #ux #design ‰ÛÒ #art #poetry #photography""", Los Angeles, False,962, http://5thingsilearnedtoday.com, True,899,181402941, en, Arizona, Sun Aug 22 03:11:43 +0000 2010, http://pbs.twimg.com/profile_images/838548794241273856/OEcXB3rr.jpg," ""Think big. Think small. #design #ux"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Thu Mar 23 17:25:15 +0000 2017,0,0,-0.619506,51.205293, United Kingdom," Guildford, England", city,405, Conor Ward UXMuch‰ã¢," ""Conor Ward, ardent UCD peddler. Head of UX&Design for the UK‰Ûªs Biggest Energy Company serving 11 Million+ customers. I eat UX articles & crisps equally."""," London / Surrey, UK", False,2771, http://Instagram.com/uxmuch, True,1353,1423489700, en, London, Sun May 12 16:14:43 +0000 2013, http://pbs.twimg.com/profile_images/760182076335386625/rCaqQg6j.jpg," """"Be obsessed with your customers and they'll be obsessed with you."" #Monza #UX #UCD @valeriomagliulo #WXGFIVE https://t.co/W6MjOZB6y7"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Thu Mar 23 18:21:30 +0000 2017,0,0,-76.353876,44.961937, Canada," Ottawa, Ontario", city,1254, Jamie Blades," ""Founder + CEO @_homicity"""," Ottawa, Ontario", False,2636, http://homicity.com, True,2614,41438120, en, Eastern Time (US & Canada), Wed May 20 20:10:34 +0000 2009, http://pbs.twimg.com/profile_images/836789953073934336/0cY1bPOu.jpg," ""Revisiting our @_homicity onboarding after getting down and dirty with 'The Elements of User Onboarding' by‰Û_ https://t.co/u2uu7CUg6z"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Thu Mar 23 19:08:27 +0000 2017," {u'type': u'Point', u'coordinates': [-70.62146267, -33.54761413]}",0,-70.637529,-33.559844, Chile," La Granja, Chile", city,2891, Max y Miliano Martin," ""Digital - Solar - Usable - De mar Co-fundador de @IDAchile http://www.ida.cl""", ReÌ±aca, False,1143, http://www.ida.cl, True,1139,8396962, es, Santiago, Fri Aug 24 04:11:56 +0000 2007, http://pbs.twimg.com/profile_images/573627113464590337/VbK_22gf.jpeg," ""Seguimos all day long con los test de usuarios #ux #ui  #test‰Û_ https://t.co/2mx6n4MmA2"""," <a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",negative
0, Thu Mar 23 20:08:10 +0000 2017,0,0,-84.59195,9.065554, Costa Rica," San JosÌ©, Costa Rica", admin,1171, Paco Bravo," ""#UIDesigner | #maker | #mr2Owner | #quelindosermorado | #petrolhead | #japanlover | #learningjapanese | #UXdesigner | #EDMfan""", Costa Rica, False,226, None, True,426,14198246, es, Central America, Sat Mar 22 18:08:14 +0000 2008, http://pbs.twimg.com/profile_images/823318532322689025/wcnHnhO3.jpg," ""Arquitectura de la informacion tiene que ser la base de cualquier proyecto #ux https://t.co/ZdKq0TYh05"""," <a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",negative
0, Thu Mar 23 21:21:40 +0000 2017,0,0,144.593742,-38.433859, Australia," Melbourne, Victoria", city,481, Evon the UX Designer," ""UX/Experience Designer @odecee ‰Û¢ Co-Founder of @designthinkingg meetup ‰Û¢ Founder of #ArmoireApparel ‰Û¢ Advocate for Women Empowerment"""," Melbourne, Victoria", False,204, http://evon.design, True,566,7.84E+17, en, None, Thu Oct 06 21:34:51 +0000 2016, http://pbs.twimg.com/profile_images/784191335003672576/osP1zUB5.jpg," ""The #UX tip of the day: Follow a plan. Trust the process. Stop trying so hard. - via @sarahdoody https://t.co/itjVGkWb2R"""," <a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",negative
0, Thu Mar 23 21:59:00 +0000 2017," {u'type': u'Point', u'coordinates': [-95.4613853, 29.7535364]}",0,-95.823268,29.522325, United States," Houston, TX", city,0, Houston IT Jobs," ""Follow this account for geo-targeted Software Dev. - General/IT job tweets in Houston, TX. Need help? Tweet us at @CareerArc!"""," Houston, TX", False,773, http://www.careerarc.com/job-seeker, True,332,21567852, en, Eastern Time (US & Canada), Sun Feb 22 14:26:48 +0000 2009, http://pbs.twimg.com/profile_images/671319036395843584/wEGfpJR-.jpg," ""We're #hiring! Click to apply: UX Subject Matter Expert | Technology Strategy &amp; Innovation | Houston - https://t.co/dlb81JIriv #IT #Job"""," <a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",negative
0, Thu Mar 23 22:20:00 +0000 2017,0,0,-3.889005,40.312071, EspaÌ±a," Madrid, EspaÌ±a", city,9901, AndrÌ©s Macho," ""Proyecto de Ingeniero QuÌ_mico, jugador de Padel a muerte. Me saquÌ© el MÌÁster Quest en Maestro de la Llave Espada, Agente de SHIELD y Caballero Jedi y asÌ_ me va."""," Madrid, Comunidad de Madrid", False,594, None, True,287,446120051, es, West Central Africa, Sun Dec 25 09:51:21 +0000 2011, http://pbs.twimg.com/profile_images/833736743828480000/_M2yV_V0.jpg," ""Necesito hacer un vÌ_deo para explicar quÌ© es Kingdom Hearts UX y por quÌ© es igual de importante que el resto. Para mis Bad Influence ofc ;P"""," <a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",negative
